player,season_end_year,squad,comp,archetype,archetype_name,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,table
Albian Ajeti,2020,West Ham,Premier League,3,Forward: Aerial Control + Distribution,-1.5308527501665878,-1.711309006720569,1.750029248444271,1.1113652907784086,-1.3513229144791694,-0.33065089499484657,-2.1640991531792224,0.11366936460058241,-0.4065261515304712,0.05539388874203155,1.080772296265195,FW
Aleix Garrido,2023,Barcelona,La Liga,1,Forward: Distribution + Ball Carrying,4.936861973592414,-3.547393714367459,-0.50348718706692,3.826573380732313,-3.3897853877474518,4.899104316926753,9.770412933942453,-5.997666940973659,5.118448010033035,-4.414021683927899,5.979676865292959,FW
Alejandro Asensio,2022,Rayo Vallecano,La Liga,1,Forward: Distribution + Ball Carrying,9.661648491199344,1.7037468193291687,-7.915522086697379,10.297663921107471,1.3489459634308787,-1.1656679055816994,-3.11017016403207,-2.2837141269355925,2.747338093552912,-0.1161746922331588,-3.697225187104607,FW
Alejandro Garnacho,2024,Manchester Utd,Premier League,1,Forward: Distribution + Ball Carrying,2.3385086753364135,-0.221493894055385,0.9670316226215689,1.7400269181184314,0.5314454299827958,1.031040741561526,1.054521071586123,0.8724793750840263,-0.01532368063161016,-0.050382315109345654,-0.3369811635246265,FW
Alejandro Marqués,2021,Juventus,Serie A,0,Forward: Aerial Control + Possession Control,-4.33195919634656,0.019427725916472127,1.4818042905214384,-0.48717043592354514,-0.0415877613459088,0.3989913314354112,-1.4009278288478981,-1.7584125064482805,-0.737525247615963,0.6960825042010867,0.29756684890219276,FW
Alejo Sarco,2025,Leverkusen,Bundesliga,0,Forward: Aerial Control + Possession Control,-4.687107834131581,-0.17308521759747464,1.4330009868586444,-0.3065603657854723,2.097952813876418,0.9815542290511416,0.8046295820183786,0.1239560591729969,-0.23582238070511607,0.2737857604066676,-0.30683086839201223,FW
Alejo Véliz,2024,Sevilla,La Liga,3,Forward: Aerial Control + Distribution,-0.7287903302448342,0.24784014105119923,1.2757381179663057,-0.8329599117356281,-0.6488487875226383,-0.995296731818712,2.275914014461705,0.23022071330547078,0.6443075755637437,-0.9310000154387978,0.8166523334529074,FW
Alejo Véliz,2025,Espanyol,La Liga,0,Forward: Aerial Control + Possession Control,-2.321102666444716,-1.3165184624100732,0.3716307927287943,0.09019904024964376,0.9507297841123545,-1.0805558217972475,1.2841434962140283,2.0602877144892773,1.0236152135437635,-0.8271286965079128,-0.08503859103029754,FW
Aleksandar Mitrović,2021,Fulham,Premier League,3,Forward: Aerial Control + Distribution,0.7608723012323537,-0.1774752068750871,0.1823380742515326,0.7469764789002085,-1.5749674751141356,-2.16620127888001,-1.3967228295862242,1.0254313276680023,-0.47400942003949353,-0.2582180427714036,1.1529692238826215,FW
Aleksandar Mitrović,2023,Fulham,Premier League,3,Forward: Aerial Control + Distribution,0.6025331981724946,1.841794967405761,-1.5145116197581672,-0.4526539172871509,-0.46073429141915767,-3.2035149442214674,0.45560829749933873,1.6964159386379833,0.040304892852645935,-0.7824705260761959,0.5499578925447963,FW
