player,season_end_year,squad,comp,archetype,archetype_name,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,table
Aaron Ramsdale,2020,Bournemouth,Premier League,2,Goalkeeper: Progression + Distribution,3.504535308271315,-3.1032637319762557,-2.7952922821509105,-1.6571175038936872,-0.7571257974906889,-0.5484814526666923,-1.7291367636705672,0.6964851031208568,1.0037324960591647,-0.6297848628406939,GK
Aaron Ramsdale,2021,Sheffield Utd,Premier League,2,Goalkeeper: Progression + Distribution,3.7490271459232645,-6.100019281912818,-3.9088197022526856,-0.5743497149962877,-1.2977237756641848,-1.7208385425493589,-0.8509699805584887,0.06722811097007053,0.6495770941040533,-1.1755296870661311,GK
Aaron Ramsdale,2022,Arsenal,Premier League,0,Goalkeeper: Distribution + Possession Control,3.5336927876086577,1.079622899824976,-1.3889330697776359,0.22576623496433967,2.289598215002922,1.796875273957653,-0.2043627351848727,0.4280850288992397,-2.119241991848945,0.4920039317011913,GK
Aaron Ramsdale,2023,Arsenal,Premier League,0,Goalkeeper: Distribution + Possession Control,2.747750887200624,1.8820465529201513,-0.13311401809238532,0.9316864692586933,3.224469854501532,2.3862224189340395,-0.2923825968658207,0.6403435685590573,-3.5687090344659396,0.7866486912601829,GK
Aaron Ramsdale,2024,Arsenal,Premier League,0,Goalkeeper: Distribution + Possession Control,2.903436066461211,0.8721190281886102,0.5945828243465598,3.3451177945230484,0.5988141914716536,2.5834147884710887,-0.9033617208456235,-1.7196918039424745,-0.8115730766393696,0.3475372586620722,GK
Aaron Ramsdale,2025,Southampton,Premier League,0,Goalkeeper: Distribution + Possession Control,0.451735436623494,0.6454244120093477,1.646618820194135,3.1354092032672725,-1.2689423996872993,-1.0161905115377294,-1.70012986005446,0.3221218941511417,-0.9339450988801232,-0.6454848028246261,GK
Aarón Escandell,2020,Granada,La Liga,2,Goalkeeper: Progression + Distribution,5.434748318626731,-1.4531921225564481,-2.7858952429625106,-1.9039944793851191,1.5585541883805698,0.17857478356859247,-0.32381738350386513,-0.32872180102308945,0.19623677917549287,-0.3247603197998217,GK
Aarón Escandell,2021,Granada,La Liga,2,Goalkeeper: Progression + Distribution,3.651589072518334,-4.024792667870177,-3.2333337978040504,-1.0431218021608402,1.262778379726992,-0.7050501632990063,0.518634821622868,0.8458036472008388,-1.2454199860477786,0.22246965568956512,GK
Aarón Escandell,2022,Granada,La Liga,2,Goalkeeper: Progression + Distribution,5.519500453790258,-3.319166308582382,-2.457871574342448,-0.18978360530650207,1.2319240455192064,-0.0768282207568518,1.1694296949323189,-0.9812690129286672,-0.07653914439716658,-1.0747982322985763,GK
Aarón Escandell,2024,Las Palmas,La Liga,0,Goalkeeper: Distribution + Possession Control,5.674243094745123,-0.08262294888961819,2.6873075980194585,1.713925397662706,-4.218565708893158,-1.3432629278096897,0.02330966023299652,-0.6959372446479506,-2.76568897323601,1.3912708775334295,GK
Adam Davies,2024,Sheffield Utd,Premier League,1,Goalkeeper: Distribution + Finishing,-4.157371339812187,-0.31496149584967625,0.4392894867537507,0.8900679944506464,-0.005493724073663664,-0.09420017256832125,0.1909221031002062,0.06177534543117602,0.15612529457902014,0.17926626444307203,GK
Adam Delplace,2025,Lens,Ligue 1,1,Goalkeeper: Distribution + Finishing,-4.2104454602122985,-0.30393926624226353,0.672197151346893,1.6853973833112832,-0.0028368536838891956,-0.34038589378320694,0.33784177566377593,0.07583721261391929,0.18308585388071918,0.2694151774972795,GK
Adam Jakubech,2022,Lille,Ligue 1,1,Goalkeeper: Distribution + Finishing,-4.0512230990119775,-0.33700595506449815,-0.02652584243247702,-0.7005907832708544,-0.010807464853211712,0.39817126986150697,-0.10291724202699015,0.03365161106568593,0.10220417597562204,-0.0010315616653713278,GK
Adam Jakubech,2023,Lille,Ligue 1,1,Goalkeeper: Distribution + Finishing,-4.104297219412075,-0.325983725457089,0.2063818221606084,0.09473860558978231,-0.008150594463438132,0.15198554864662128,0.04400243053663644,0.04771347824843275,0.12916473527732109,0.08911735138883614,GK
Adam Jakubech,2024,Lille,Ligue 1,1,Goalkeeper: Distribution + Finishing,-4.157371339812187,-0.31496149584967625,0.4392894867537507,0.8900679944506464,-0.005493724073663664,-0.09420017256832125,0.1909221031002062,0.06177534543117602,0.15612529457902014,0.17926626444307203,GK
Adrian Quintela,2022,Rayo Vallecano,La Liga,1,Goalkeeper: Distribution + Finishing,-4.0512230990119775,-0.33700595506449815,-0.02652584243247702,-0.7005907832708544,-0.010807464853211712,0.39817126986150697,-0.10291724202699015,0.03365161106568593,0.10220417597562204,-0.0010315616653713278,GK
Adrian Rodriguez,2022,Alavés,La Liga,1,Goalkeeper: Distribution + Finishing,-4.0512230990119775,-0.33700595506449815,-0.02652584243247702,-0.7005907832708544,-0.010807464853211712,0.39817126986150697,-0.10291724202699015,0.03365161106568593,0.10220417597562204,-0.0010315616653713278,GK
Adrian Rodriguez,2024,Alavés,La Liga,1,Goalkeeper: Distribution + Finishing,-4.157371339812187,-0.31496149584967625,0.4392894867537507,0.8900679944506464,-0.005493724073663664,-0.09420017256832125,0.1909221031002062,0.06177534543117602,0.15612529457902014,0.17926626444307203,GK
Adrian Rodriguez,2025,Alavés,La Liga,2,Goalkeeper: Progression + Distribution,0.18876622543635335,-1.4945714466590516,-0.7689319864116442,3.4598044656970615,1.194227490689018,-0.48513688742383465,0.2784667026469947,1.3647894154873441,-0.8966329627866116,-0.8471789854480676,GK
Adrian Šemper,2022,Genoa,Serie A,2,Goalkeeper: Progression + Distribution,4.2306013625295975,-2.5519221405867967,-2.3040831911653754,0.46185059011804697,-0.5968166639354591,1.2323366856449525,-0.3029487553438912,-1.557847933820991,0.4513497828240389,-0.5510849127892641,GK
Adrián,2020,Liverpool,Premier League,0,Goalkeeper: Distribution + Possession Control,3.6474691887233632,2.659060282309863,-0.4081677951446636,-2.3190134256412875,0.4983926043670053,1.9741507115766694,-0.356955361472842,0.42323468217055193,-0.7418290831199101,0.14739799356200933,GK
Adrián,2021,Liverpool,Premier League,0,Goalkeeper: Distribution + Possession Control,4.345348956867625,2.0054655481070895,1.5900696895134843,-2.4595861524589964,-1.8869307194570135,0.24533066291365913,-0.07171021125753896,1.2594430388576079,-0.49314520890850133,0.24473977544269587,GK
Adrián,2022,Liverpool,Premier League,1,Goalkeeper: Distribution + Finishing,-4.0512230990119775,-0.33700595506449815,-0.02652584243247702,-0.7005907832708544,-0.010807464853211712,0.39817126986150697,-0.10291724202699015,0.03365161106568593,0.10220417597562204,-0.0010315616653713278,GK
Adrián,2023,Liverpool,Premier League,1,Goalkeeper: Distribution + Finishing,-4.104297219412075,-0.325983725457089,0.2063818221606084,0.09473860558978231,-0.008150594463438132,0.15198554864662128,0.04400243053663644,0.04771347824843275,0.12916473527732109,0.08911735138883614,GK
Adrián,2024,Liverpool,Premier League,1,Goalkeeper: Distribution + Finishing,-4.157371339812187,-0.31496149584967625,0.4392894867537507,0.8900679944506464,-0.005493724073663664,-0.09420017256832125,0.1909221031002062,0.06177534543117602,0.15612529457902014,0.17926626444307203,GK
Adrián,2025,Betis,La Liga,0,Goalkeeper: Distribution + Possession Control,-0.3461715152247109,1.4925781793137176,0.6096163150696157,3.058850719363136,0.7030226657629779,-0.6226873577797392,0.98357452188651,1.1830252413448754,-1.0115409928812724,-1.2259709212962946,GK
Adrián López,2024,Granada,La Liga,1,Goalkeeper: Distribution + Finishing,-4.157371339812187,-0.31496149584967625,0.4392894867537507,0.8900679944506464,-0.005493724073663664,-0.09420017256832125,0.1909221031002062,0.06177534543117602,0.15612529457902014,0.17926626444307203,GK
Agustín Marchesín,2023,Celta Vigo,La Liga,2,Goalkeeper: Progression + Distribution,3.5644626970520363,-0.10394814800597985,-0.4000037384868165,0.19309736448417425,-0.618686874052206,-0.3941519581534294,0.5482896037449905,0.015590299507231009,-0.25796750502032495,0.18629828150108096,GK
Agustín Marchesín,2024,Celta Vigo,La Liga,1,Goalkeeper: Distribution + Finishing,-4.157371339812187,-0.31496149584967625,0.4392894867537507,0.8900679944506464,-0.005493724073663664,-0.09420017256832125,0.1909221031002062,0.06177534543117602,0.15612529457902014,0.17926626444307203,GK
Aitor Fernández,2020,Levante,La Liga,2,Goalkeeper: Progression + Distribution,3.944073169094949,-1.010216185864035,-1.3109099604636185,-2.4687343736793537,-0.2296804631314906,-0.830467617980446,-1.22257151804547,-0.047294673295546374,1.0598604268668481,-0.040098173315726626,GK
Aitor Fernández,2021,Levante,La Liga,0,Goalkeeper: Distribution + Possession Control,3.478791922179795,1.6228567923727937,0.2805373305507146,-2.120698187540711,-1.3839900995807275,-0.7714208994199794,-0.8260724597475928,0.6199782953052093,-0.044689271582164736,0.39523928994097446,GK
Aitor Fernández,2022,Levante,La Liga,2,Goalkeeper: Progression + Distribution,3.598673240929571,-0.6409725102431629,0.40462786469868206,-1.1545779329026118,-1.520681230298016,-0.6216880815034642,0.11114205556071965,-0.13987548142337047,0.566773628042327,0.00660807686747944,GK
Aitor Fernández,2023,Osasuna,La Liga,2,Goalkeeper: Progression + Distribution,4.518506402352941,-1.071879027272697,-2.2362471953289287,0.46198129875983796,1.8590628508560076,-0.8924401880975665,1.7611860007237397,-0.4190757041954001,-0.5237112840993348,-0.4615275568138486,GK
Aitor Fernández,2024,Osasuna,La Liga,2,Goalkeeper: Progression + Distribution,3.335884093431332,-2.0009605158268258,-0.08023001038981192,1.5026260877434652,-0.861005548414167,-1.8700930895841452,2.5765422983938038,0.4000523003981904,-1.6905994988535582,1.3609017843719187,GK
Aitor Fernández,2025,Osasuna,La Liga,2,Goalkeeper: Progression + Distribution,0.5006653440683237,0.07432541062249953,-0.1439025602841184,3.134288046020629,-0.022799444435468885,-1.633758187128933,1.488550620056742,0.37864317165390915,-0.39243865161187585,-1.0268806419414318,GK
Aitor Fraga,2024,Real Sociedad,La Liga,1,Goalkeeper: Distribution + Finishing,-4.157371339812187,-0.31496149584967625,0.4392894867537507,0.8900679944506464,-0.005493724073663664,-0.09420017256832125,0.1909221031002062,0.06177534543117602,0.15612529457902014,0.17926626444307203,GK
Aitor Fraga,2025,Real Sociedad,La Liga,1,Goalkeeper: Distribution + Finishing,-4.2104454602122985,-0.30393926624226353,0.672197151346893,1.6853973833112832,-0.0028368536838891956,-0.34038589378320694,0.33784177566377593,0.07583721261391929,0.18308585388071918,0.2694151774972795,GK
Alaa Bellaarouch,2022,Strasbourg,Ligue 1,1,Goalkeeper: Distribution + Finishing,-4.0512230990119775,-0.33700595506449815,-0.02652584243247702,-0.7005907832708544,-0.010807464853211712,0.39817126986150697,-0.10291724202699015,0.03365161106568593,0.10220417597562204,-0.0010315616653713278,GK
Alaa Bellaarouch,2024,Strasbourg,Ligue 1,2,Goalkeeper: Progression + Distribution,3.247200321769384,-0.33157625910362043,1.2889334817991767,2.491496500639414,-1.3865166599057361,0.3156338172050823,-1.025439638444027,-0.9639496922663788,0.5690864489970906,0.6547492378357731,GK
Alain Taho,2025,Inter,Serie A,1,Goalkeeper: Distribution + Finishing,-4.2104454602122985,-0.30393926624226353,0.672197151346893,1.6853973833112832,-0.0028368536838891956,-0.34038589378320694,0.33784177566377593,0.07583721261391929,0.18308585388071918,0.2694151774972795,GK
Alban Lafont,2020,Nantes,Ligue 1,2,Goalkeeper: Progression + Distribution,3.570537531106126,-1.0337634619106382,-2.5329759986803424,-1.7120274772244102,1.184609986980786,0.023942370992244832,-0.467194184983839,0.11845328436890412,-0.899928562633967,1.582187000859534,GK
Alban Lafont,2021,Nantes,Ligue 1,2,Goalkeeper: Progression + Distribution,3.334266679117931,-2.612840914082504,-2.430583843329657,-0.8697017110921479,0.31241871438392366,-0.16937846973200976,-0.5132226194682517,0.5203102895949989,-0.584260136345506,-0.24182562981897604,GK
Alban Lafont,2022,Nantes,Ligue 1,2,Goalkeeper: Progression + Distribution,3.268154188163564,-1.7624401161022156,-2.0595033516072476,-0.07652738165916162,1.0059977474075241,0.007731279854567674,0.21255448379747577,0.14089803030002557,-0.6352972579365854,-0.03684922342276309,GK
Alban Lafont,2023,Nantes,Ligue 1,2,Goalkeeper: Progression + Distribution,3.9415245097337817,-1.279493452961038,-0.8933036087389041,0.41138688656155864,-0.2558206325130117,-0.9730159426312639,-0.34152548189723575,-1.2036227341794508,1.085374236152255,-0.2375496365301899,GK
Alban Lafont,2024,Nantes,Ligue 1,2,Goalkeeper: Progression + Distribution,3.715651835679637,-1.0170797314255822,0.30723041958447084,2.684051486919998,-0.8517866005959291,-0.6633222466202824,-0.9189108997493918,-1.3126616699037292,1.4897841619580419,-0.19064443023586364,GK
Alban Lafont,2025,Nantes,Ligue 1,2,Goalkeeper: Progression + Distribution,1.337137294351777,-0.8174990826407651,-0.04802772587436266,3.4093382565968113,0.03317026724074079,-0.6652320224845312,-0.5147773325876415,-0.4217208648158177,0.6032353193792659,0.20128274880764252,GK
Alberto Brignoli,2022,Empoli,Serie A,1,Goalkeeper: Distribution + Finishing,-4.0512230990119775,-0.33700595506449815,-0.02652584243247702,-0.7005907832708544,-0.010807464853211712,0.39817126986150697,-0.10291724202699015,0.03365161106568593,0.10220417597562204,-0.0010315616653713278,GK
Alberto Cifuentes,2021,Cádiz,La Liga,2,Goalkeeper: Progression + Distribution,3.806805402914705,-4.614004932038689,-4.58435517935817,-0.8939098426540113,2.216070063858643,-0.2938522127325882,3.1807789163194116,2.6573661213141264,-3.2354444208438764,0.6859585442923049,GK
Alberto López,2022,Sevilla,La Liga,1,Goalkeeper: Distribution + Finishing,-4.0512230990119775,-0.33700595506449815,-0.02652584243247702,-0.7005907832708544,-0.010807464853211712,0.39817126986150697,-0.10291724202699015,0.03365161106568593,0.10220417597562204,-0.0010315616653713278,GK
