player,season_end_year,age,position_group_model,comp,target_market_value,predicted_log_value,expected_market_value_raw,undervaluation_raw
Sebastian Andersson,2022,30.0,FW,Bundesliga,2000000.0,14.916018029260622,3005689.9388655983,1005689.9388655983
Gabriele Zappa,2025,24.0,DF,Serie A,3500000.0,15.320755706883567,4505256.954039634,1005256.9540396342
Timothee Pembele,2025,21.0,DF,Ligue 1,2500000.0,15.069702047153623,3505002.3953049416,1005002.3953049416
William Troost-Ekong,2023,28.0,DF,Serie A,2500000.0,15.069148623409742,3503063.179857028,1003063.1798570282
Moises Parra Gutierrez,2023,20.0,FW,La Liga,25000.0,13.842552302688528,1027409.6908442924,1002409.6908442924
Komnen AndriÄ,2024,28.0,FW,Ligue 1,1000000.0,14.509417577681026,2001519.255815417,1001519.255815417
Diego Iturralde,2025,21.0,FW,La Liga,200000.0,13.998922698809679,1201308.4147453771,1001308.4147453771
Zack Steffen,2022,26.0,GK,Premier League,6000000.0,15.761594847229738,7001218.087614058,1001218.0876140576
Domingos Duarte,2024,29.0,DF,La Liga,2000000.0,14.914512003900096,3001166.698997677,1001166.6989976768
Cristian Gamboa,2024,34.0,DF,Bundesliga,500000.0,14.221127688435528,1500227.050878612,1000227.0508786121
Yann Bodiger,2021,25.0,MF,La Liga,800000.0,14.403333478821127,1800064.2619015796,1000064.2619015796
Abdoulaye Sylla,2022,21.0,DF,Ligue 1,450000.0,14.1863844115032,1448999.2756003775,998999.2756003775
Sergio Ruiz,2024,29.0,MF,La Liga,2000000.0,14.9137555765037,2998897.391920202,998897.391920202
Kieran Trippier,2024,33.0,DF,Premier League,10000000.0,16.21328438048554,10998663.128074497,998663.128074497
Diego MariÃ±o,2024,34.0,GK,La Liga,300000.0,14.07662846064019,1298379.7389731058,998379.7389731058
Tom KrauÃ,2024,22.0,MF,Bundesliga,4000000.0,15.424573376296742,4998123.881186825,998123.8811868252
Haris Belkebla,2025,30.0,MF,Ligue 1,1750000.0,14.826422982022143,2748106.310664671,998106.310664671
Florent Ogier,2024,35.0,DF,Ligue 1,300000.0,14.07624228681135,1297878.4351132899,997878.4351132899
Jannes Horn,2021,23.0,DF,Bundesliga,3000000.0,15.201256268237914,3997804.9985404136,997804.9985404136
Cristian CÃ¡sseres Jr.,2024,24.0,MF,Ligue 1,4000000.0,15.424440854575774,4997461.5649625715,997461.5649625715
Vincent Le Goff,2023,32.0,DF,Ligue 1,1000000.0,14.506987064583427,1996660.441716113,996660.4417161129
Sabin Merino,2020,27.0,FW,La Liga,800000.0,14.401120013118897,1796084.2855780968,996084.2855780968
Paulo Gazzaniga,2020,27.0,GK,Premier League,2800000.0,15.149150806343677,3794831.4071339015,994831.4071339015
Benjamin Nelson,2025,20.0,DF,Premier League,400000.0,14.147883070536958,1394271.135686297,994271.135686297
Ciprian TÄtÄruÈanu,2023,36.0,GK,Serie A,400000.0,14.14733705125311,1393510.0440175543,993510.0440175543
Harold Moukoudi,2022,23.0,DF,Ligue 1,4000000.0,15.423589910034991,4993210.810309881,993210.8103098813
Åukasz Piszczek,2021,35.0,DF,Bundesliga,750000.0,14.371144505203633,1743044.6335600275,993044.6335600275
Koray GÃ¼nter,2023,27.0,DF,Serie A,3500000.0,15.317884199506407,4492338.628997993,992338.6289979927
Ignasi Miquel,2024,31.0,DF,La Liga,1200000.0,14.600425064856198,2192218.5130616864,992218.5130616864
Mihai Dobre,2020,20.0,MF,Premier League,250000.0,14.032135699236532,1241877.4858838294,991877.4858838294
Maya Yoshida,2023,33.0,DF,Bundesliga,900000.0,14.452609818450657,1890986.6533421355,990986.6533421355
Florian Micheler,2025,19.0,MF,Bundesliga,500000.0,14.214772553996486,1490723.1312562982,990723.1312562982
Paul Akouokou,2022,23.0,MF,La Liga,4000000.0,15.42291960341424,4989864.94887643,989864.9488764303
Brandon Austin,2025,25.0,GK,Premier League,600000.0,14.278701016403774,1589134.9779539336,989134.9779539336
Stefan Bell,2025,32.0,DF,Bundesliga,800000.0,14.397205589727617,1789067.3898337346,989067.3898337346
MartÃ­n CÃ¡ceres,2020,32.0,DF,Serie A,1500000.0,14.727344194779736,2488881.0576217514,988881.0576217514
Leandro Antonetti,2025,21.0,FW,La Liga,200000.0,13.98789071068584,1188128.4180047,988128.4180047
Petar Musa,2021,22.0,FW,Bundesliga,2000000.0,14.910155586699684,2988120.797739249,988120.7977392492
Andrea Masiello,2022,35.0,DF,Serie A,400000.0,14.14295530500594,1387417.3902096087,987417.3902096087
Pietro Terracciano,2024,34.0,GK,Serie A,2500000.0,15.064640457380962,3487306.32886122,987306.3288612198
Giovanni Leoni,2025,17.0,DF,Serie A,4500000.0,15.517720245528503,5486055.478928539,986055.478928539
Alexis SÃ¡nchez,2020,30.0,FW,Serie A,16000000.0,16.64787531628158,16985579.161538497,985579.1615384966
Timothee Pembele,2023,19.0,DF,Ligue 1,5000000.0,15.604858803529138,5985549.086009111,985549.0860091113
JosÃ© Fonte,2020,35.0,DF,Ligue 1,1200000.0,14.597366719471284,2185524.190624192,985524.1906241919
Cameron Burgess,2025,28.0,DF,Premier League,2500000.0,15.063457736619892,3483184.25619411,983184.25619411
Filippo Distefano,2022,17.0,FW,Serie A,300000.0,14.064627426978895,1282890.9546276503,982890.9546276503
SÃ©bastien Corchia,2023,31.0,DF,Ligue 1,1000000.0,14.49991493527491,1982589.607839324,982589.607839324
Dalbert Henrique,2021,26.0,DF,Ligue 1,4000000.0,15.421434771480108,4982461.334490281,982461.3344902806
Ashley Young,2021,35.0,DF,Serie A,1000000.0,14.499846863594689,1982454.654158771,982454.654158771
Marcel Wenig,2023,18.0,MF,Bundesliga,800000.0,14.392717313383462,1781055.5496276252,981055.5496276252
Maxime EstÃ¨ve,2024,22.0,DF,Premier League,9000000.0,16.115982019014115,9978885.002028707,978885.0020287074
Wilfried Kanga,2023,24.0,FW,Bundesliga,3000000.0,15.196378498639586,3978352.1039193305,978352.1039193305
ThÃ©o Pellenard,2020,25.0,DF,Ligue 1,1200000.0,14.593941672801328,2178051.4693626496,978051.4693626496
Danilo D'Ambrosio,2022,32.0,DF,Serie A,3000000.0,15.196270006122964,3977920.5057920814,977920.5057920814
Michael Keane,2025,31.0,DF,Premier League,6000000.0,15.758010205025359,6976166.150132427,976166.150132427
Ellis Simms,2022,20.0,FW,Premier League,900000.0,14.444331702439413,1875397.4518049618,975397.4518049618
Riccardo Fiamozzi,2022,28.0,DF,Serie A,500000.0,14.204167394830915,1474997.2994363948,974997.2994363948
Robin Zentner,2021,25.0,GK,Bundesliga,5000000.0,15.602907032354532,5973878.055182824,973878.0551828239
Marco John,2021,18.0,DF,Bundesliga,4000000.0,15.419698593424007,4973818.397729406,973818.3977294061
Tonny Vilhena,2023,27.0,MF,Serie A,3800000.0,15.37854054804596,4773261.293379196,973261.293379196
Dwight Gayle,2022,30.0,FW,Premier League,1500000.0,14.720564617693006,2472064.558638794,972064.5586387939
Carlos Gruezo,2022,26.0,MF,Bundesliga,3200000.0,15.243853372890857,4171779.0487299846,971779.0487299846
Haydon Roberts,2022,19.0,DF,Premier League,500000.0,14.201421070943034,1470952.033719554,970952.0337195541
Alfie Dorrington,2024,19.0,DF,Premier League,500000.0,14.201421070943034,1470952.033719554,970952.0337195541
Houboulang Mendes,2021,22.0,DF,Ligue 1,1200000.0,14.590515261888992,2170601.3375094165,970601.3375094165
Ãscar de Marcos,2024,35.0,DF,La Liga,1500000.0,14.719934189622418,2470506.590263393,970506.5902633928
Marek SuchÃ½,2021,32.0,DF,Bundesliga,500000.0,14.200363413336724,1469397.0914981014,969397.0914981014
Ylber Ramadani,2025,28.0,MF,Serie A,4000000.0,15.418675576756648,4968732.699405712,968732.6994057121
Ilyes Cheti,2023,27.0,DF,Ligue 1,400000.0,14.129109052407992,1368339.2300345558,968339.2300345558
Fabian Bredlow,2021,25.0,GK,Bundesliga,500000.0,14.199395768534423,1467975.9237760222,967975.9237760222
Omar Mascarell,2021,27.0,MF,Bundesliga,4500000.0,15.514279094946481,5467209.576873484,967209.5768734841
Florian Niederlechner,2021,29.0,FW,Bundesliga,4000000.0,15.418148414499,4966114.060815444,966114.0608154442
Sebastien De Maio,2020,32.0,DF,Serie A,800000.0,14.384219998459766,1765985.4695138696,965985.4695138696
Max Sanders,2021,21.0,MF,Premier League,250000.0,14.009773528302567,1214414.5962496046,964414.5962496046
Keita Endo,2022,23.0,MF,Bundesliga,900000.0,14.438221782468478,1863973.8515305084,963973.8515305084
Davy PrÃ¶pper,2021,28.0,MF,Premier League,8000000.0,16.008630286450565,8963131.08073666,963131.0807366595
Yassine Benrahou,2021,21.0,MF,Ligue 1,2500000.0,15.057517827302298,3462555.777933081,962555.7779330811
Darwin MachÃ­s,2023,29.0,FW,La Liga,3000000.0,15.192345973206894,3962341.596931771,962341.5969317709
Evann Guessand,2021,19.0,FW,Ligue 1,2000000.0,14.901394624843498,2962056.3183161546,962056.3183161546
Kasper Schmeichel,2022,34.0,GK,Premier League,4000000.0,15.41732367317636,4962019.989018963,962019.9890189627
Lucas Perrin,2021,21.0,DF,Ligue 1,1800000.0,14.831448582955638,2761951.963552291,961951.963552291
Lorenzo De Silvestri,2021,32.0,DF,Serie A,1500000.0,14.71621778914345,2461342.2344277427,961342.2344277427
Maxime Le Marchand,2023,32.0,DF,Ligue 1,1000000.0,14.48904943557938,1961164.3788892948,961164.3788892948
MickaÃ«l Alphonse,2020,30.0,DF,Ligue 1,725000.0,14.33766676899006,1685657.3691548288,960657.3691548288
Matt Phillips,2021,29.0,MF,Premier League,4000000.0,15.417029916052327,4960562.574077325,960562.5740773249
Antonino Gallo,2023,22.0,DF,Serie A,2500000.0,15.056846564054625,3460232.270754807,960232.2707548072
Unai Marrero,2025,22.0,GK,La Liga,300000.0,14.046385356117502,1259700.5126198314,959700.5126198314
Sinaly Diomande,2024,23.0,DF,Ligue 1,4000000.0,15.416566149521396,4958262.564092161,958262.5640921611
Joe Lumley,2025,29.0,GK,Premier League,600000.0,14.259063847494266,1558233.2505712945,958233.2505712945
Pablo MarÃ­,2025,30.0,DF,Serie A,3500000.0,15.310180342083369,4457863.252201679,957863.2522016792
Darko Gyabi,2023,18.0,FW,Premier League,3000000.0,15.191187922492428,3957755.659143212,957755.6591432118
Giuseppe Pezzella,2023,24.0,DF,Serie A,2500000.0,15.055971599341838,3457206.012872379,957206.0128723788
Rune Jarstein,2021,35.0,GK,Bundesliga,500000.0,14.192008616010177,1457171.7096589492,957171.7096589492
Sergio Romero,2022,34.0,GK,Serie A,700000.0,14.320303894381338,1656642.1172786718,956642.1172786718
Luca Ranieri,2023,23.0,DF,Serie A,2500000.0,15.055364766743386,3455108.7033796166,955108.7033796166
Josh Onomah,2023,25.0,MF,Premier League,1500000.0,14.713491627624729,2454641.3532099943,954641.3532099943
Pipa,2020,21.0,DF,La Liga,450000.0,14.155276189121981,1404617.353206307,954617.3532063069
Samuele Perisan,2023,24.0,GK,Serie A,800000.0,14.377259137314544,1753735.368006454,953735.3680064541
Helibelton Palacios,2022,28.0,DF,La Liga,1200000.0,14.582471221577944,2153210.9630165007,953210.9630165007
Yoann Salmier,2023,29.0,DF,Ligue 1,2000000.0,14.898282691337721,2952852.920509498,952852.9205094981
Juan Brunet,2021,22.0,MF,La Liga,50000.0,13.816777176743205,1001266.4212792814,951266.4212792814
Unai LÃ³pez,2023,26.0,MF,La Liga,3500000.0,15.30851693333132,4450454.165667186,950454.1656671856
Nikola MaksimoviÄ,2025,32.0,DF,Ligue 1,375000.0,14.09633121774689,1324215.0974358825,949215.0974358825
Romain Thomas,2021,32.0,DF,Ligue 1,1800000.0,14.82670128558982,2748871.22516787,948871.22516787
Maxim Leitsch,2024,26.0,DF,Bundesliga,1500000.0,14.711129512130713,2448850.0470349914,948850.0470349914
Diego Iturralde,2023,19.0,DF,La Liga,100000.0,13.862873473783289,1048501.4581683285,948501.4581683285
Andu Kelati,2025,22.0,MF,Bundesliga,800000.0,14.373340247265208,1746876.117108284,946876.117108284
Kiko FemenÃ­a,2020,28.0,DF,Premier League,4800000.0,15.564141361362454,5746727.885190815,946727.8851908147
Karim Onisiwo,2020,27.0,FW,Bundesliga,3500000.0,15.307618200408891,4446456.191914424,946456.1919144243
Cristian Dell'Orco,2021,26.0,DF,Serie A,600000.0,14.251414477986284,1546359.213356379,946359.213356379
Stefano Sabelli,2020,26.0,DF,Serie A,1900000.0,14.861462991347953,2846106.9614034626,946106.9614034626
Steven Alzate,2021,21.0,MF,Premier League,6000000.0,15.753631451881693,6945686.017482212,945686.0174822118
Joel Imasuen,2024,19.0,FW,Bundesliga,100000.0,13.860067636093,1045563.6538812137,945563.6538812137
Kingsley Ehizibue,2022,26.0,DF,Bundesliga,1300000.0,14.624253595662257,2245083.2261308776,945083.2261308776
Reece Welch,2025,20.0,DF,Premier League,450000.0,14.147883070536958,1394271.135686297,944271.135686297
Vontae Daley Campbell,2022,20.0,DF,Premier League,450000.0,14.147883070536958,1394271.135686297,944271.135686297
Nemanja MatiÄ,2025,35.0,MF,Ligue 1,2500000.0,15.05221197012323,3444232.599265829,944232.5992658292
JosÃ© Luis RodrÃ­guez,2020,21.0,FW,La Liga,450000.0,14.147521736035268,1393767.4280678793,943767.4280678793
Femi Seriki,2024,22.0,DF,Premier League,300000.0,14.032570454277717,1242417.5161980519,942417.5161980519
Yvann Macon,2021,21.0,DF,Ligue 1,3000000.0,15.187289989248038,3942358.615707136,942358.6157071362
Julien Laporte,2021,26.0,DF,Ligue 1,2500000.0,15.051634337940824,3442243.673584213,942243.673584213
Edoardo Goldaniga,2024,30.0,DF,Serie A,1200000.0,14.576985496042674,2141431.3725087894,941431.3725087894
Tony Jantschke,2020,29.0,DF,Bundesliga,2400000.0,15.021505706928837,3340080.303189221,940080.3031892208
Ryan Trevitt,2024,21.0,MF,Premier League,275000.0,14.009773528302567,1214414.5962496046,939414.5962496046
Ãrjan Nyland,2024,33.0,GK,La Liga,1400000.0,14.665263208271824,2339067.21256281,939067.2125628102
Marvin Plattenhardt,2023,30.0,DF,Bundesliga,1000000.0,14.476696056884355,1937086.388748481,937086.3887484809
Ander Guevara,2021,23.0,MF,La Liga,7500000.0,15.948025858115866,8436058.368854702,936058.3688547015
Gonzalo Castro,2021,33.0,MF,Bundesliga,1400000.0,14.663800007509309,2335647.188871426,935647.188871426
Hugo GuillamÃ³n,2021,20.0,DF,La Liga,7500000.0,15.947786918238883,8434042.898664575,934042.8986645751
Mohamed Youssouf,2023,34.0,DF,Ligue 1,200000.0,13.941223061928246,1133955.1135278775,933955.1135278775
Stefan Bell,2021,28.0,DF,Bundesliga,2000000.0,14.891751493502355,2933630.089762575,933630.089762575
Angus Gunn,2020,23.0,GK,Premier League,5000000.0,15.596123335529354,5933490.215115748,933490.2151157483
Andrea Mazza,2025,20.0,GK,Serie A,75000.0,13.823774487110947,1008297.1696645579,933297.1696645579
Mamadou Sarr,2024,18.0,DF,Ligue 1,1000000.0,14.4746783652045,1933181.8840090432,933181.8840090432
JÃ©rÃ´me Boateng,2022,32.0,DF,Ligue 1,2500000.0,15.048877144574798,3432765.8115594327,932765.8115594327
Nicolas Pallois,2021,32.0,DF,Ligue 1,1500000.0,14.704278234945603,2432129.633226169,932129.6332261688
Aleix Febas,2022,25.0,MF,La Liga,1000000.0,14.473733266450031,1931355.6983720213,931355.6983720213
Niklas Dorsch,2022,23.0,MF,Bundesliga,10000000.0,16.207112824186947,10930993.282115353,930993.2821153533
Lukas KlÃ¼nter,2022,25.0,DF,Bundesliga,1200000.0,14.572047180181796,2130882.3716459367,930882.3716459367
Giuseppe Pezzella,2021,22.0,DF,Serie A,6000000.0,15.751330393299108,6929721.958919637,929721.9589196369
Abdallah Sima,2023,21.0,FW,Ligue 1,6000000.0,15.751166346319117,6928585.252035265,928585.2520352649
Ibrahima Niane,2023,23.0,FW,Ligue 1,3000000.0,15.183732152115438,3928357.2643095916,928357.2643095916
KÃ©vin Soni,2020,21.0,FW,La Liga,200000.0,13.935798942676358,1127821.051323358,927821.051323358
Vid Belec,2022,31.0,GK,Serie A,500000.0,14.171567214578902,1427687.43396588,927687.43396588
Denso Kasius,2022,18.0,DF,Serie A,2000000.0,14.88945724506649,2926907.3260174007,926907.3260174007
Jerry St. Juste,2020,22.0,DF,Bundesliga,7000000.0,15.885699870781268,7926322.5304572955,926322.5304572955
Simone Perilli,2023,27.0,GK,Serie A,200000.0,13.934092400534619,1125898.0168008194,925898.0168008194
Vincent Le Goff,2021,30.0,DF,Ligue 1,1200000.0,14.569477705257254,2125414.148495029,925414.1484950292
Aleix Vidal,2020,29.0,MF,La Liga,3500000.0,15.30280544134002,4425107.878092112,925107.878092112
Finn Jeltsch,2025,18.0,DF,Bundesliga,5000000.0,15.594657739984758,5924800.486196406,924800.4861964062
Coke,2021,33.0,DF,La Liga,800000.0,14.359877978195888,1723516.7749898066,923516.7749898066
Carlos Guirao,2025,21.0,MF,La Liga,200000.0,13.931011037654695,1122434.0529694934,922434.0529694934
Julien Laporte,2022,27.0,DF,Ligue 1,3000000.0,15.181659668015321,3920224.2349653253,920224.2349653253
Ilias Akhomach,2022,17.0,FW,La Liga,3000000.0,15.181585523022942,3919933.5806705696,919933.5806705696
Enock Kwateng,2020,22.0,DF,Ligue 1,3200000.0,15.231298255788069,4119729.2908133464,919729.2908133464
Yoann Salmier,2022,28.0,DF,Ligue 1,2000000.0,14.886611898587981,2918591.0946096056,918591.0946096056
Armstrong Okoflex,2022,19.0,MF,Premier League,350000.0,14.05340703256396,1268576.8559963081,918576.8559963081
Christoph Kramer,2022,30.0,MF,Bundesliga,2500000.0,15.044388891573606,3417393.209484756,917393.209484756
Benno Schmitz,2024,29.0,DF,Bundesliga,1500000.0,14.697779953206132,2416376.203691845,916376.2036918448
Daniel Jebbison,2024,20.0,FW,Premier League,1000000.0,14.465929084673895,1916341.701805094,916341.701805094
NehuÃ©n PÃ©rez,2021,20.0,DF,La Liga,4000000.0,15.408037501944785,4916155.096670565,916155.0966705652
Leo Skiri ÃstigÃ¥rd,2024,24.0,DF,Serie A,8000000.0,16.003369169026733,8916098.819983037,916098.8199830372
JosÃ© Fonte,2022,37.0,DF,Ligue 1,800000.0,14.355485140644427,1715962.2464438833,915962.2464438833
Danilo D'Ambrosio,2023,33.0,DF,Serie A,1500000.0,14.697507552942119,2415718.071545359,915718.0715453592
Yoel,2020,30.0,GK,La Liga,1200000.0,14.5647548686565,2115399.8266570424,915399.8266570424
Juan Cruz Armada,2022,29.0,DF,La Liga,2000000.0,14.88540732303708,2915077.5465212963,915077.5465212963
Iker MuÃ±oz,2025,21.0,MF,La Liga,3000000.0,15.18031721944412,3914965.065072241,914965.0650722408
Sven Ulreich,2023,33.0,GK,Bundesliga,700000.0,14.294664534622488,1614706.7437205745,914706.7437205745
Mattia Viti,2024,22.0,DF,Serie A,5000000.0,15.592930106319017,5914573.436527414,914573.4365274142
Augusto Solari,2023,30.0,MF,La Liga,1500000.0,14.697011954515524,2414521.141597206,914521.1415972058
Gideon Jung,2022,26.0,DF,Bundesliga,700000.0,14.294524646632832,1614480.8812985122,914480.8812985122
Meritan Shabani,2021,21.0,MF,Premier League,300000.0,14.009773528302567,1214414.5962496046,914414.5962496046
Nicolas Jackson,2022,20.0,FW,La Liga,1000000.0,14.464797271474042,1914173.9867953833,914173.9867953833
Danny da Costa,2025,31.0,DF,Bundesliga,800000.0,14.354428592282057,1714150.2057088644,914150.2057088644
Rui PatrÃ­cio,2024,36.0,GK,Serie A,1000000.0,14.464597348886896,1913791.3382310919,913791.3382310919
Marvin Senaya,2025,23.0,DF,Ligue 1,1800000.0,14.813693904390894,2713347.134824865,913347.134824865
Alan Virginius,2023,19.0,FW,Ligue 1,4000000.0,15.407463596294622,4913334.49636625,913334.4963662503
Francesco Bardi,2023,30.0,GK,Serie A,400000.0,14.087836888594202,1313014.4085514818,913014.4085514818
Bakaye Dibassy,2020,29.0,DF,Ligue 1,2000000.0,14.884238903038863,2911673.499516732,911673.4995167321
Karol Linetty,2021,25.0,MF,Serie A,6000000.0,15.748665016306385,6911276.228112469,911276.2281124694
Marko DmitroviÄ,2025,32.0,GK,La Liga,800000.0,14.352552504506637,1710937.3223545717,910937.3223545717
Mateo PavloviÄ,2021,30.0,DF,Ligue 1,1000000.0,14.462986901280159,1910711.7563584098,910711.7563584098
Ebenezer Annan,2022,18.0,DF,Serie A,200000.0,13.920390358978485,1110576.1120901746,910576.1120901746
Dario Essugo,2025,19.0,MF,La Liga,8000000.0,16.002711303610006,8910235.15522199,910235.1552219894
Romain Salin,2021,36.0,GK,Ligue 1,500000.0,14.15822002726327,1408758.4146050778,908758.4146050778
Aymen Barkok,2025,26.0,MF,Bundesliga,700000.0,14.29090825936742,1608652.8341721743,908652.8341721743
Julien Laporte,2023,28.0,DF,Ligue 1,2500000.0,15.04176696030952,3408444.772984267,908444.7729842672
Edu ExpÃ³sito,2021,23.0,MF,La Liga,3500000.0,15.298793080548803,4407388.317140908,907388.317140908
Ivan Provedel,2021,26.0,GK,Serie A,2500000.0,15.041274292309954,3406765.954407713,906765.9544077129
Cheikh Niasse,2020,19.0,MF,Ligue 1,800000.0,14.348949530234451,1704783.947480141,904783.947480141
Nathan de Medina,2021,22.0,DF,Bundesliga,650000.0,14.256748622543942,1554629.7608102618,904629.7608102618
Vincent Le Goff,2022,31.0,DF,Ligue 1,1000000.0,14.459169559437953,1903431.8164550588,903431.8164550588
Roger MartÃ­,2022,30.0,FW,La Liga,5000000.0,15.590922750444625,5902712.68914091,902712.6891409103
Daryl Janmaat,2020,30.0,DF,Premier League,4000000.0,15.405196965943373,4902210.392882222,902210.3928822223
Simone Scuffet,2021,24.0,GK,Serie A,800000.0,14.346819571864518,1701156.6908364655,901156.6908364655
Johann Lepenant,2023,19.0,MF,Ligue 1,10000000.0,16.204346275492387,10900793.947380591,900793.9473805912
JosÃ© Ãngel,2021,30.0,DF,La Liga,1500000.0,14.691302715761447,2400775.3345983275,900775.3345983275
Rodrigo BecÃ£o,2020,23.0,DF,Serie A,4500000.0,15.501699532445953,5398865.231959784,898865.2319597844
David Akpan Ankeye,2024,22.0,FW,Serie A,2000000.0,14.879790595513011,2898750.240552599,898750.2405525991
Antonio Mazzotta,2021,30.0,DF,Serie A,200000.0,13.909381317269213,1098416.7764663585,898416.7764663585
Gabriel Bares,2025,24.0,MF,Ligue 1,400000.0,14.076110092630211,1297706.8743440649,897706.8743440649
Ondrej Duda,2025,29.0,MF,Serie A,4000000.0,15.404151888697205,4897089.87943171,897089.8794317096
Mato Jajalo,2021,32.0,MF,Serie A,400000.0,14.075610466595325,1297058.667648321,897058.667648321
Ãscar de Marcos,2022,32.0,DF,La Liga,1800000.0,14.807266883858459,2695964.310370937,895964.310370937
Nacho Vidal,2020,24.0,DF,La Liga,2400000.0,15.007985740029138,3295226.4093408827,895226.4093408827
Arthur Atta,2025,21.0,MF,Serie A,1000000.0,14.454815751806073,1895162.6503734787,895162.6503734787
Yehor Yarmoliuk,2023,18.0,MF,Premier League,400000.0,14.073587528284854,1294437.4481322546,894437.4481322546
Lewis Orford,2024,18.0,MF,Premier League,400000.0,14.073587528284854,1294437.4481322546,894437.4481322546
Ajibola Alese,2022,20.0,DF,Premier League,500000.0,14.147883070536958,1394271.135686297,894271.135686297
Sandro RamÃ­rez,2022,26.0,FW,La Liga,3500000.0,15.294740961596553,4389565.18646925,889565.1864692504
Dane Scarlett,2024,20.0,FW,Premier League,1500000.0,14.686286007673246,2388761.5006878246,888761.5006878246
VÃ­ctor Chust,2024,24.0,DF,La Liga,2000000.0,14.875950034004681,2887638.7589379824,887638.7589379824
Abdallah N'dour,2020,25.0,DF,Ligue 1,475000.0,14.124441767935856,1361967.6774168601,886967.6774168601
Lyle Taylor,2023,32.0,FW,Premier League,300000.0,13.986058288938928,1185953.2573355,885953.2573355001
Lee Jae-sung,2023,29.0,MF,Bundesliga,4000000.0,15.401665490292245,4884928.885283491,884928.8852834906
Alessandro Sorrentino,2024,22.0,GK,Serie A,800000.0,14.33683005582219,1684247.5464916714,884247.5464916714
Jeremy Toljan,2021,25.0,DF,Serie A,5000000.0,15.587727793475318,5883883.867555999,883883.8675559992
Florent Ogier,2023,33.0,DF,Ligue 1,450000.0,14.103053299339187,1333146.5715056746,883146.5715056746
Julian Pollersbeck,2022,26.0,GK,Ligue 1,800000.0,14.335870787361962,1682632.6746534808,882632.6746534808
Neco Williams,2021,19.0,DF,Premier League,8000000.0,15.999587860924303,8882447.961718962,882447.9617189616
Gonzalo VerdÃº,2022,32.0,DF,La Liga,700000.0,14.274438457963106,1582375.6093141327,882375.6093141327
Bruno JordÃ£o,2020,20.0,FW,Premier League,2300000.0,14.972854383661216,3181470.5002704794,881470.5002704794
Diego Bri,2022,18.0,FW,La Liga,25000.0,13.716010345542362,905288.7575651059,880288.7575651059
Ben Brereton,2025,25.0,FW,Premier League,8000000.0,15.999340934855022,8880254.92428146,880254.9242814593
Kevin Vogt,2025,32.0,DF,Bundesliga,2000000.0,14.873186295731848,2879669.096521428,879669.0965214279
Asier Villalibre,2021,22.0,FW,La Liga,4500000.0,15.498011366675943,5378989.992444752,878989.9924447518
Phillipp Mwene,2024,30.0,DF,Bundesliga,1800000.0,14.800423042236764,2677576.5440202337,877576.5440202337
David Button,2021,31.0,GK,Premier League,1000000.0,14.445183524456517,1876995.6380855457,876995.6380855457
Mateo Flores,2025,20.0,MF,La Liga,250000.0,13.934473356450454,1126327.0164016825,876327.0164016825
Ètefan Radu,2021,33.0,DF,Serie A,2000000.0,14.871733167900276,2875487.606613902,875487.6066139019
Sergio Camello,2020,18.0,FW,La Liga,2300000.0,14.970949632948981,3175416.357810871,875416.3578108712
Benjamin Uphoff,2022,27.0,GK,Bundesliga,500000.0,14.134152385609617,1375257.6570498457,875257.6570498457
Franci Bouebari,2023,18.0,DF,Ligue 1,250000.0,13.93325347002828,1124953.8618641333,874953.8618641333
Christoph Kramer,2023,31.0,MF,Bundesliga,2500000.0,15.031783477943897,3374585.9106185455,874585.9106185455
Bobby Thomas,2022,,DF,Premier League,150000.0,13.839009991271134,1023776.7205786532,873776.7205786532
Ryan Inniss,2021,25.0,DF,Premier League,150000.0,13.839009991271134,1023776.7205786532,873776.7205786532
Morten Thorsby,2024,28.0,MF,Serie A,3000000.0,15.169357597283584,3872292.7794164475,872292.7794164475
Ãscar de Marcos,2025,35.0,DF,La Liga,1500000.0,14.67904225118971,2371520.407366105,871520.4073661049
Norman Theuerkauf,2025,37.0,MF,Bundesliga,175000.0,13.860479699596917,1045994.5816947792,870994.5816947792
Kim Jisoo,2024,19.0,DF,Premier League,600000.0,14.201421070943034,1470952.033719554,870952.0337195541
CÃ©dric Hountondji,2023,28.0,DF,Ligue 1,2000000.0,14.869679597737768,2869588.6480444497,869588.6480444497
Franck RibÃ©ry,2021,37.0,FW,Serie A,3000000.0,15.168658927550423,3869588.2698443662,869588.2698443662
Simon Terodde,2020,31.0,FW,Bundesliga,1200000.0,14.542706298083981,2069268.6938419363,869268.6938419363
Lucas Copado,2022,17.0,FW,Bundesliga,1000000.0,14.44062601342949,1868460.6690906815,868460.6690906815
MÃ«rgim Vojvoda,2023,27.0,DF,Serie A,4000000.0,15.398222575394833,4868139.406366905,868139.4063669052
Javier Manquillo,2020,25.0,DF,Premier League,4000000.0,15.398209743143012,4868076.937564118,868076.9375641178
Luke Plange,2023,19.0,FW,Premier League,1000000.0,14.440370246704566,1867982.8398779423,867982.8398779423
Marco Ballarini,2020,18.0,MF,Serie A,50000.0,13.729804802080317,917863.267649969,867863.267649969
FabiÃ¡n Balbuena,2021,28.0,DF,Premier League,5000000.0,15.584910465309093,5867330.362269384,867330.3622693839
Alfie Devine,2021,15.0,MF,Premier League,500000.0,14.127583989808327,1366254.0159712553,866254.0159712553
